i,j,time_hr
C003,C023,0.2106111111111111
C003,C024,0.23255555555555557
C003,C025,0.3928055555555555
C004,C001,0.47333333333333333
C004,C002,0.15927777777777777
C004,C003,0.47077777777777774
C004,C005,0.3358611111111111
C004,C006,0.22899999999999998
C004,C007,0.1824722222222222
C004,C008,0.7137222222222223
C004,C009,0.28608333333333336
C004,C010,0.22455555555555554
C004,C011,0.46261111111111114
C004,C012,0.2597777777777778
C004,C013,0.49694444444444447
C004,C014,0.2500555555555556
C004,C015,0.3714722222222222
C004,C016,0.4773611111111111
C004,C017,0.4683888888888889
C004,C018,0.4459444444444445
C004,C019,0.5528055555555556
C004,C020,0.16808333333333333
C004,C021,0.33549999999999996
C004,C022,0.4776388888888889
C004,C023,0.3944166666666667
C004,C024,0.3018333333333333
C004,C025,0.5766111111111112
C005,C001,0.6190833333333333
C005,C002,0.4217777777777778
C005,C003,0.7417777777777778
C005,C004,0.3517222222222222
C005,C006,0.1814722222222222
C005,C007,0.3706666666666667
C005,C008,0.997
C005,C009,0.4208888888888889
C005,C010,0.4649166666666667
C005,C011,0.6083611111111111
C005,C012,0.5423611111111111
C005,C013,0.6873888888888888
C005,C014,0.49041666666666667
C005,C015,0.6547499999999999
C005,C016,0.748361111111111
C005,C017,0.7398888888888888
C005,C018,0.7292222222222222
C005,C019,0.7773611111111111
C005,C020,0.4505277777777778
C005,C021,0.48883333333333334
C005,C022,0.7609166666666667
C005,C023,0.6776944444444444
C005,C024,0.5851111111111111
C005,C025,0.8598888888888888
C006,C001,0.5035833333333334
C006,C002,0.27625
C006,C003,0.59625
C006,C004,0.20619444444444443
C006,C005,0.3164722222222222
C006,C007,0.2251388888888889
C006,C008,0.8514722222222223
C006,C009,0.3059722222222222
C006,C010,0.3193888888888889
C006,C011,0.4928611111111111
C006,C012,0.3968333333333333
C006,C013,0.5718888888888889
C006,C014,0.34488888888888886
C006,C015,0.5092222222222222
C006,C016,0.6028333333333333
C006,C017,0.594361111111111
C006,C018,0.5836944444444445
C006,C019,0.661861111111111
C006,C020,0.305
C006,C021,0.36083333333333334
C006,C022,0.6153888888888889
C006,C023,0.5321666666666667
C006,C024,0.4395833333333333
C006,C025,0.7143611111111111
C007,C001,0.35683333333333334
C007,C002,0.24216666666666664
C007,C003,0.4280277777777778
C007,C004,0.1711111111111111
C007,C005,0.3505277777777778
C007,C006,0.24366666666666667
C007,C008,0.69475
C007,C009,0.16369444444444442
C007,C010,0.18450000000000003
C007,C011,0.3461111111111111
C007,C012,0.2619444444444444
C007,C013,0.4251388888888889
C007,C014,0.21
C007,C015,0.3557222222222222
C007,C016,0.43461111111111106
C007,C017,0.4256388888888889
C007,C018,0.43019444444444443
C007,C019,0.5100555555555556
C007,C020,0.1701111111111111
C007,C021,0.21408333333333335
C007,C022,0.46188888888888885
C007,C023,0.3786666666666667
C007,C024,0.28608333333333336
C007,C025,0.560861111111111
C008,C001,0.5644166666666667
C008,C002,0.8035833333333333
C008,C003,0.3729166666666667
C008,C004,0.7378888888888889
C008,C005,0.9351388888888889
C008,C006,0.8282777777777778
C008,C007,0.6419166666666667
C008,C009,0.664611111111111
C008,C010,0.5613611111111111
C008,C011,0.5826111111111112
C008,C012,0.6489166666666666
C008,C013,0.40575
C008,C014,0.5990833333333333
C008,C015,0.39561111111111114
C008,C016,0.3526944444444445
C008,C017,0.4008333333333333
C008,C018,0.3242777777777778
C008,C019,0.3542222222222222
C008,C020,0.6140277777777777
C008,C021,0.6338611111111111
C008,C022,0.2671388888888889
C008,C023,0.4217222222222222
C008,C024,0.47694444444444445
C008,C025,0.3551388888888889
C009,C001,0.24072222222222223
C009,C002,0.3383333333333333
C009,C003,0.3744722222222222
C009,C004,0.2672777777777778
C009,C005,0.43222222222222223
C009,C006,0.3398333333333334
C009,C007,0.14791666666666667
C009,C008,0.6804166666666667
C009,C010,0.17438888888888887
C009,C011,0.23
C009,C012,0.25425
C009,C013,0.3090277777777778
C009,C014,0.1998888888888889
C009,C015,0.35877777777777775
C009,C016,0.38105555555555554
C009,C017,0.36419444444444443
C009,C018,0.4216666666666667
C009,C019,0.399
C009,C020,0.20024999999999998
C009,C021,0.11047222222222222
C009,C022,0.46494444444444444
C009,C023,0.37436111111111114
C009,C024,0.28419444444444447
C009,C025,0.5639166666666666
C010,C001,0.3325
C010,C002,0.30136111111111114
C010,C003,0.3473611111111111
C010,C004,0.23566666666666666
C010,C005,0.4404444444444444
C010,C006,0.33358333333333334
C010,C007,0.21097222222222223
C010,C008,0.5903055555555555
C010,C009,0.2336666666666667
C010,C011,0.32177777777777783
C010,C012,0.11683333333333334
C010,C013,0.3735277777777778
C010,C014,0.04416666666666667
C010,C015,0.24805555555555556
C010,C016,0.35394444444444445
C010,C017,0.34497222222222224
C010,C018,0.32252777777777775
C010,C019,0.4293888888888889
C010,C020,0.13258333333333333
C010,C021,0.20291666666666666
C010,C022,0.3542222222222222
C010,C023,0.271
C010,C024,0.15369444444444444
C010,C025,0.45319444444444446
C011,C001,0.03158333333333333
C011,C002,0.5225833333333333
C011,C003,0.2675277777777778
C011,C004,0.45152777777777775
C011,C005,0.6309444444444444
C011,C006,0.5240833333333333
C011,C007,0.32466666666666666
C011,C008,0.5871388888888889
C011,C009,0.30474999999999997
C011,C010,0.31094444444444447
C011,C012,0.3908055555555556
C011,C013,0.2083888888888889
C011,C014,0.33644444444444443
C011,C015,0.274
C011,C016,0.2741111111111111
C011,C017,0.26355555555555554
C011,C018,0.32866666666666666
C011,C019,0.2983611111111111
C011,C020,0.35886111111111113
C011,C021,0.29511111111111116
C011,C022,0.37369444444444444
C011,C023,0.29694444444444446
C011,C024,0.28438888888888886
C011,C025,0.4791388888888889
C012,C001,0.4201944444444445
C012,C002,0.27549999999999997
C012,C003,0.40950000000000003
C012,C004,0.20980555555555555
C012,C005,0.46341666666666664
C012,C006,0.3565555555555555
C012,C007,0.24
C012,C008,0.6524444444444445
C012,C009,0.30650000000000005
C012,C010,0.119
C012,C011,0.4094722222222222
C012,C013,0.4356666666666667
C012,C014,0.10980555555555556
C012,C015,0.29891666666666666
C012,C016,0.41608333333333336
C012,C017,0.4071111111111111
C012,C018,0.38466666666666666
C012,C019,0.4915277777777778
C012,C020,0.10297222222222221
C012,C021,0.2823611111111111
C012,C022,0.4163611111111111
C012,C023,0.30977777777777776
C012,C024,0.21583333333333332
C012,C025,0.48036111111111107
C013,C001,0.21047222222222223
C013,C002,0.5822499999999999
C013,C003,0.1738333333333333
C013,C004,0.5144722222222222
C013,C005,0.6938888888888889
C013,C006,0.5870277777777778
C013,C007,0.38761111111111113
C013,C008,0.39208333333333334
C013,C009,0.36769444444444443
C013,C010,0.3545277777777778
C013,C011,0.2273888888888889
C013,C012,0.4343888888888889
C013,C014,0.38002777777777774
C013,C015,0.2425
C013,C016,0.1821111111111111
C013,C017,0.10175000000000001
C013,C018,0.22936111111111113
C013,C019,0.11797222222222221
C013,C020,0.39269444444444446
C013,C021,0.35805555555555557
C013,C022,0.2699166666666667
C013,C023,0.2654444444444444
C013,C024,0.28738888888888886
C013,C025,0.4436111111111111
C014,C001,0.3725833333333333
C014,C002,0.3105277777777778
C014,C003,0.3834444444444445
C014,C004,0.24483333333333332
C014,C005,0.45655555555555555
C014,C006,0.3496944444444445
C014,C007,0.22855555555555554
C014,C008,0.6263888888888889
C014,C009,0.26058333333333333
C014,C010,0.05855555555555556
C014,C011,0.36186111111111113
C014,C012,0.10780555555555556
C014,C013,0.4096111111111111
C014,C015,0.2752222222222222
C014,C016,0.39002777777777775
C014,C017,0.38105555555555554
C014,C018,0.3586111111111111
C014,C019,0.46547222222222223
C014,C020,0.14222222222222222
C014,C021,0.22983333333333333
C014,C022,0.3903055555555555
C014,C023,0.28608333333333336
C014,C024,0.1897777777777778
C014,C025,0.45666666666666667
C015,C001,0.30930555555555556
C015,C002,0.4131388888888889
C015,C003,0.23766666666666666
C015,C004,0.34744444444444444
C015,C005,0.5636388888888889
C015,C006,0.4567777777777778
C015,C007,0.3328611111111111
C015,C008,0.4283888888888889
C015,C009,0.35555555555555557
C015,C010,0.16575
C015,C011,0.3275
C015,C012,0.25330555555555556
C015,C013,0.2638333333333333
C015,C014,0.20347222222222222
C015,C016,0.23933333333333334
C015,C017,0.23527777777777778
C015,C018,0.16061111111111112
C015,C019,0.28841666666666665
C015,C020,0.24483333333333332
C015,C021,0.32480555555555557
C015,C022,0.19230555555555554
C015,C023,0.08436111111111111
C015,C024,0.08133333333333334
C015,C025,0.27561111111111114
C016,C001,0.24938888888888888
C016,C002,0.5315833333333333
C016,C003,0.07911111111111112
C016,C004,0.4658888888888889
C016,C005,0.6631388888888889
C016,C006,0.5562777777777778
C016,C007,0.3614722222222222
C016,C008,0.3302222222222222
C016,C009,0.38416666666666666
C016,C010,0.30386111111111114
C016,C011,0.26758333333333334
C016,C012,0.38372222222222224
C016,C013,0.1513611111111111
C016,C014,0.3293611111111111
C016,C015,0.1933888888888889
C016,C017,0.12280555555555556
C016,C018,0.11327777777777778
C016,C019,0.16880555555555557
C016,C020,0.34202777777777776
C016,C021,0.3597777777777778
C016,C022,0.15455555555555556
C016,C023,0.21633333333333332
C016,C024,0.23827777777777776
C016,C025,0.38175
C017,C001,0.2260277777777778
C017,C002,0.5524166666666667
C017,C003,0.12880555555555556
C017,C004,0.4867222222222222
C017,C005,0.6839722222222223
C017,C006,0.5771111111111111
C017,C007,0.39075
C017,C008,0.40188888888888885
C017,C009,0.38325000000000004
C017,C010,0.32469444444444445
C017,C011,0.24294444444444446
C017,C012,0.40455555555555556
C017,C013,0.07225000000000001
C017,C014,0.3501944444444445
C017,C015,0.21422222222222223
C017,C016,0.14194444444444446
C017,C018,0.22208333333333333
C017,C019,0.12811111111111112
C017,C020,0.3628611111111111
C017,C021,0.3736111111111111
C017,C022,0.26711111111111113
C017,C023,0.23716666666666666
C017,C024,0.2591111111111111
C017,C025,0.41936111111111113
C018,C001,0.2851666666666666
C018,C002,0.5068333333333334
C018,C003,0.1148888888888889
C018,C004,0.44113888888888886
C018,C005,0.6383888888888888
C018,C006,0.5315277777777778
C018,C007,0.3451666666666666
C018,C008,0.2849166666666667
C018,C009,0.3678611111111111
C018,C010,0.2791111111111111
C018,C011,0.3033611111111111
C018,C012,0.3589722222222222
C018,C013,0.1871388888888889
C018,C014,0.3046111111111111
C018,C015,0.1626388888888889
C018,C016,0.08583333333333333
C018,C017,0.15858333333333333
C018,C019,0.13491666666666666
C018,C020,0.31727777777777777
C018,C021,0.3371111111111111
C018,C022,0.10658333333333334
C018,C023,0.18875
C018,C024,0.23083333333333333
C018,C025,0.3246388888888889
C019,C001,0.2946944444444445
C019,C002,0.6092777777777778
C019,C003,0.16166666666666665
C019,C004,0.5435833333333333
C019,C005,0.7408333333333333
C019,C006,0.6339722222222223
C019,C007,0.4476111111111111
C019,C008,0.3403333333333333
C019,C009,0.4519166666666667
C019,C010,0.38155555555555554
C019,C011,0.3116111111111111
C019,C012,0.46141666666666664
C019,C013,0.122
C019,C014,0.40705555555555556
C019,C015,0.27108333333333334
C019,C016,0.16458333333333333
C019,C017,0.11844444444444444
C019,C018,0.16894444444444445
C019,C020,0.4197222222222222
C019,C021,0.4395555555555556
C019,C022,0.20950000000000002
C019,C023,0.2940277777777778
C019,C024,0.3159722222222222
C019,C025,0.3918611111111111
C020,C001,0.3799166666666667
C020,C002,0.24930555555555556
C020,C003,0.39958333333333335
C020,C004,0.1836111111111111
C020,C005,0.4231388888888889
C020,C006,0.31627777777777777
C020,C007,0.19972222222222222
C020,C008,0.6425277777777777
C020,C009,0.2662222222222222
C020,C010,0.1425833333333333
C020,C011,0.36919444444444444
C020,C012,0.15905555555555556
C020,C013,0.42575
C020,C014,0.16522222222222221
C020,C015,0.30027777777777775
C020,C016,0.4061666666666667
C020,C017,0.39719444444444446
C020,C018,0.37474999999999997
C020,C019,0.4816111111111111
C020,C021,0.24208333333333334
C020,C022,0.40644444444444444
C020,C023,0.3232222222222222
C020,C024,0.23063888888888887
C020,C025,0.5054166666666666
C021,C001,0.22508333333333333
C021,C002,0.3529444444444444
C021,C003,0.35883333333333334
C021,C004,0.28188888888888886
C021,C005,0.4613055555555556
C021,C006,0.35444444444444445
C021,C007,0.16252777777777777
C021,C008,0.6647777777777777
C021,C009,0.10572222222222223
C021,C010,0.15875
C021,C011,0.2143611111111111
C021,C012,0.2386111111111111
C021,C013,0.2933888888888889
C021,C014,0.18425
C021,C015,0.3431388888888889
C021,C016,0.36541666666666667
C021,C017,0.34855555555555556
C021,C018,0.40602777777777777
C021,C019,0.3833611111111111
C021,C020,0.20666666666666667
C021,C022,0.44930555555555557
C021,C023,0.3587222222222222
C021,C024,0.26855555555555555
C021,C025,0.5482777777777778
C022,C001,0.3603888888888889
C022,C002,0.5613888888888889
C022,C003,0.19461111111111112
C022,C004,0.49569444444444444
C022,C005,0.6929444444444445
C022,C006,0.5860833333333334
C022,C007,0.3997222222222222
C022,C008,0.2729722222222222
C022,C009,0.42241666666666666
C022,C010,0.3247777777777778
C022,C011,0.3785833333333334
C022,C012,0.4123333333333334
C022,C013,0.2528611111111111
C022,C014,0.3591666666666667
C022,C015,0.15902777777777777
C022,C016,0.16555555555555557
C022,C017,0.22430555555555556
C022,C018,0.08208333333333333
C022,C019,0.2146388888888889
C022,C020,0.3718333333333333
C022,C021,0.39166666666666666
C022,C023,0.18513888888888888
C022,C024,0.2403611111111111
C022,C025,0.2736944444444444
C023,C001,0.3212777777777778
C023,C002,0.4659444444444445
C023,C003,0.24427777777777776
C023,C004,0.40025000000000005
C023,C005,0.6164444444444444
C023,C006,0.5095833333333334
C023,C007,0.3856666666666667
C023,C008,0.4042777777777778
C023,C009,0.40836111111111106
C023,C010,0.21855555555555553
C023,C011,0.3394722222222222
C023,C012,0.3061111111111111
C023,C013,0.2758055555555555
C023,C014,0.25627777777777777
C023,C015,0.05280555555555556
C023,C016,0.2152222222222222
C023,C017,0.24725
C023,C018,0.13649999999999998
C023,C019,0.26430555555555557
C023,C020,0.2976388888888889
C023,C021,0.3776111111111111
C023,C022,0.16819444444444445
C023,C024,0.1341388888888889
C023,C025,0.21741666666666667
C024,C001,0.2940277777777778
C024,C002,0.3603888888888889
C024,C003,0.22238888888888889
C024,C004,0.2946944444444445
C024,C005,0.510888888888889
C024,C006,0.40402777777777776
C024,C007,0.2801111111111111
C024,C008,0.4794722222222222
C024,C009,0.30280555555555555
C024,C010,0.113
C024,C011,0.3007222222222222
C024,C012,0.20055555555555554
C024,C013,0.24855555555555553
C024,C014,0.15072222222222223
C024,C015,0.13722222222222222
C024,C016,0.22897222222222222
C024,C017,0.22
C024,C018,0.21169444444444446
C024,C019,0.30441666666666667
C024,C020,0.19208333333333333
C024,C021,0.27205555555555555
C024,C022,0.2433888888888889
C024,C023,0.15569444444444444
C024,C025,0.33719444444444446
C025,C001,0.5161944444444444
C025,C002,0.6608611111111111
C025,C003,0.4078888888888889
C025,C004,0.5951666666666666
C025,C005,0.8113611111111111
C025,C006,0.7044999999999999
C025,C007,0.5805833333333333
C025,C008,0.3905833333333333
C025,C009,0.6032777777777778
C025,C010,0.41347222222222224
C025,C011,0.5343888888888889
C025,C012,0.5010277777777777
C025,C013,0.4584722222222222
C025,C014,0.45119444444444445
C025,C015,0.2477222222222222
C025,C016,0.3788333333333333
C025,C017,0.44216666666666665
C025,C018,0.30011111111111116
C025,C019,0.40694444444444444
C025,C020,0.4925555555555556
C025,C021,0.5725277777777777
C025,C022,0.2716388888888889
C025,C023,0.22458333333333333
C025,C024,0.3264722222222222
C001,C026,0.0
C001,C027,0.5341111111111111
C001,C028,0.2443611111111111
C001,C029,0.46305555555555555
C001,C030,0.6424722222222222
C001,C031,0.5356111111111111
C001,C032,0.3361944444444444
C001,C033,0.5639722222222222
C001,C034,0.31627777777777777
C001,C035,0.32247222222222227
C001,C036,0.03933333333333333
C001,C037,0.4023333333333334
C001,C038,0.1852222222222222
C001,C039,0.34797222222222224
C001,C040,0.25083333333333335
C001,C041,0.2509444444444444
C001,C042,0.24038888888888887
C001,C043,0.3055
C001,C044,0.27519444444444446
C001,C045,0.37038888888888893
C001,C046,0.3066388888888889
C001,C047,0.3505277777777778
C001,C048,0.2737777777777778
C001,C049,0.2957222222222222
C001,C050,0.4559722222222222
C002,C026,0.5660555555555555
C002,C027,0.0
C002,C028,0.5728055555555556
C002,C029,0.1411388888888889
C002,C030,0.4023055555555555
C002,C031,0.2954444444444444
C002,C032,0.29724999999999996
C002,C033,0.81575
C002,C034,0.37327777777777776
C002,C035,0.32658333333333334
C002,C036,0.5553333333333333
C002,C037,0.3202777777777778
C002,C038,0.5989722222222222
C002,C039,0.33561111111111114
C002,C040,0.4735
C002,C041,0.579388888888889
C002,C042,0.5704166666666667
C002,C043,0.5479722222222222
C002,C044,0.6548333333333334
C002,C045,0.2701111111111111
C002,C046,0.4233055555555556
C002,C047,0.5796666666666667
C002,C048,0.49644444444444447
C002,C049,0.4038611111111111
C002,C050,0.6786388888888889
C003,C026,0.24366666666666667
C003,C027,0.5258611111111111
C003,C028,0.0
C003,C029,0.46016666666666667
C003,C030,0.6574166666666666
C003,C031,0.5505555555555556
C003,C032,0.35575
C003,C033,0.3517777777777778
C003,C034,0.37844444444444447
C003,C035,0.2981388888888889
C003,C036,0.2618611111111111
C003,C037,0.378
C003,C038,0.14563888888888887
C003,C039,0.32363888888888886
C003,C040,0.18766666666666668
C003,C041,0.05647222222222222
C003,C042,0.11708333333333333
C003,C043,0.15572222222222223
C003,C044,0.1584722222222222
C003,C045,0.3363055555555556
C003,C046,0.3540555555555555
C003,C047,0.19891666666666669
C003,C048,0.2106111111111111
C003,C049,0.23255555555555557
C003,C050,0.3928055555555555
C004,C026,0.47333333333333333
C004,C027,0.15927777777777777
C004,C028,0.47077777777777774
C004,C029,0.0
C004,C030,0.3358611111111111
C004,C031,0.22899999999999998
C004,C032,0.1824722222222222
C004,C033,0.7137222222222223
C004,C034,0.28608333333333336
C004,C035,0.22455555555555554
C004,C036,0.46261111111111114
C004,C037,0.2597777777777778
C004,C038,0.49694444444444447
C004,C039,0.2500555555555556
C004,C040,0.3714722222222222
C004,C041,0.4773611111111111
C004,C042,0.4683888888888889
C004,C043,0.4459444444444445
C004,C044,0.5528055555555556
C004,C045,0.16808333333333333
C004,C046,0.33549999999999996
C004,C047,0.4776388888888889
C004,C048,0.3944166666666667
C004,C049,0.3018333333333333
C004,C050,0.5766111111111112
C005,C026,0.6190833333333333
C005,C027,0.4217777777777778
C005,C028,0.7417777777777778
C005,C029,0.3517222222222222
C005,C030,0.0
C005,C031,0.1814722222222222
C005,C032,0.3706666666666667
C005,C033,0.997
C005,C034,0.4208888888888889
C005,C035,0.4649166666666667
C005,C036,0.6083611111111111
C005,C037,0.5423611111111111
C005,C038,0.6873888888888888
C005,C039,0.49041666666666667
C005,C040,0.6547499999999999
C005,C041,0.748361111111111
C005,C042,0.7398888888888888
C005,C043,0.7292222222222222
C005,C044,0.7773611111111111
C005,C045,0.4505277777777778
C005,C046,0.48883333333333334
C005,C047,0.7609166666666667
C005,C048,0.6776944444444444
C005,C049,0.5851111111111111
C005,C050,0.8598888888888888
C006,C026,0.5035833333333334
C006,C027,0.27625
C006,C028,0.59625
C006,C029,0.20619444444444443
C006,C030,0.3164722222222222
C006,C031,0.0
C006,C032,0.2251388888888889
C006,C033,0.8514722222222223
C006,C034,0.3059722222222222
C006,C035,0.3193888888888889
C006,C036,0.4928611111111111
C006,C037,0.3968333333333333
C006,C038,0.5718888888888889
C006,C039,0.34488888888888886
C006,C040,0.5092222222222222
C006,C041,0.6028333333333333
C006,C042,0.594361111111111
C006,C043,0.5836944444444445
C006,C044,0.661861111111111
C006,C045,0.305
C006,C046,0.36083333333333334
C006,C047,0.6153888888888889
C006,C048,0.5321666666666667
C006,C049,0.4395833333333333
C006,C050,0.7143611111111111
C007,C026,0.35683333333333334
C007,C027,0.24216666666666664
C007,C028,0.4280277777777778
C007,C029,0.1711111111111111
C007,C030,0.3505277777777778
C007,C031,0.24366666666666667
C007,C032,0.0
C007,C033,0.69475
C007,C034,0.16369444444444442
C007,C035,0.18450000000000003
C007,C036,0.3461111111111111
C007,C037,0.2619444444444444
C007,C038,0.4251388888888889
C007,C039,0.21
C007,C040,0.3557222222222222
C007,C041,0.43461111111111106
C007,C042,0.4256388888888889
C007,C043,0.43019444444444443
C007,C044,0.5100555555555556
C007,C045,0.1701111111111111
C007,C046,0.21408333333333335
C007,C047,0.46188888888888885
C007,C048,0.3786666666666667
C007,C049,0.28608333333333336
C007,C050,0.560861111111111
C008,C026,0.5644166666666667
C008,C027,0.8035833333333333
C008,C028,0.3729166666666667
C008,C029,0.7378888888888889
C008,C030,0.9351388888888889
C008,C031,0.8282777777777778
C008,C032,0.6419166666666667
C008,C033,0.0
C008,C034,0.664611111111111
C008,C035,0.5613611111111111
C008,C036,0.5826111111111112
C008,C037,0.6489166666666666
C008,C038,0.40575
C008,C039,0.5990833333333333
C008,C040,0.39561111111111114
C008,C041,0.3526944444444445
C008,C042,0.4008333333333333
C008,C043,0.3242777777777778
C008,C044,0.3542222222222222
C008,C045,0.6140277777777777
C008,C046,0.6338611111111111
C008,C047,0.2671388888888889
C008,C048,0.4217222222222222
C008,C049,0.47694444444444445
C008,C050,0.3551388888888889
C009,C026,0.24072222222222223
C009,C027,0.3383333333333333
C009,C028,0.3744722222222222
C009,C029,0.2672777777777778
C009,C030,0.43222222222222223
C009,C031,0.3398333333333334
C009,C032,0.14791666666666667
C009,C033,0.6804166666666667
C009,C034,0.0
C009,C035,0.17438888888888887
C009,C036,0.23
C009,C037,0.25425
C009,C038,0.3090277777777778
C009,C039,0.1998888888888889
C009,C040,0.35877777777777775
C009,C041,0.38105555555555554
C009,C042,0.36419444444444443
C009,C043,0.4216666666666667
C009,C044,0.399
C009,C045,0.20024999999999998
C009,C046,0.11047222222222222
C009,C047,0.46494444444444444
C009,C048,0.37436111111111114
C009,C049,0.28419444444444447
C009,C050,0.5639166666666666
C010,C026,0.3325
C010,C027,0.30136111111111114
C010,C028,0.3473611111111111
C010,C029,0.23566666666666666
C010,C030,0.4404444444444444
C010,C031,0.33358333333333334
C010,C032,0.21097222222222223
C010,C033,0.5903055555555555
C010,C034,0.2336666666666667
C010,C035,0.0
C010,C036,0.32177777777777783
C010,C037,0.11683333333333334
C010,C038,0.3735277777777778
C010,C039,0.04416666666666667
C010,C040,0.24805555555555556
C010,C041,0.35394444444444445
C010,C042,0.34497222222222224
C010,C043,0.32252777777777775
C010,C044,0.4293888888888889
C010,C045,0.13258333333333333
C010,C046,0.20291666666666666
C010,C047,0.3542222222222222
C010,C048,0.271
C010,C049,0.15369444444444444
C010,C050,0.45319444444444446
C011,C026,0.03158333333333333
C011,C027,0.5225833333333333
C011,C028,0.2675277777777778
C011,C029,0.45152777777777775
C011,C030,0.6309444444444444
C011,C031,0.5240833333333333
C011,C032,0.32466666666666666
C011,C033,0.5871388888888889
C011,C034,0.30474999999999997
C011,C035,0.31094444444444447
C011,C036,0.0
C011,C037,0.3908055555555556
C011,C038,0.2083888888888889
C011,C039,0.33644444444444443
C011,C040,0.274
C011,C041,0.2741111111111111
C011,C042,0.26355555555555554
C011,C043,0.32866666666666666
C011,C044,0.2983611111111111
C011,C045,0.35886111111111113
C011,C046,0.29511111111111116
C011,C047,0.37369444444444444
C011,C048,0.29694444444444446
C011,C049,0.28438888888888886
C011,C050,0.4791388888888889
C012,C026,0.4201944444444445
C012,C027,0.27549999999999997
C012,C028,0.40950000000000003
C012,C029,0.20980555555555555
C012,C030,0.46341666666666664
C012,C031,0.3565555555555555
C012,C032,0.24
C012,C033,0.6524444444444445
C012,C034,0.30650000000000005
C012,C035,0.119
C012,C036,0.4094722222222222
C012,C037,0.0
C012,C038,0.4356666666666667
C012,C039,0.10980555555555556
C012,C040,0.29891666666666666
C012,C041,0.41608333333333336
C012,C042,0.4071111111111111
C012,C043,0.38466666666666666
C012,C044,0.4915277777777778
C012,C045,0.10297222222222221
C012,C046,0.2823611111111111
C012,C047,0.4163611111111111
C012,C048,0.30977777777777776
C012,C049,0.21583333333333332
C012,C050,0.48036111111111107
C013,C026,0.21047222222222223
C013,C027,0.5822499999999999
C013,C028,0.1738333333333333
C013,C029,0.5144722222222222
C013,C030,0.6938888888888889
C013,C031,0.5870277777777778
C013,C032,0.38761111111111113
C013,C033,0.39208333333333334
C013,C034,0.36769444444444443
C013,C035,0.3545277777777778
C013,C036,0.2273888888888889
C013,C037,0.4343888888888889
C013,C038,0.0
C013,C039,0.38002777777777774
C013,C040,0.2425
C013,C041,0.1821111111111111
C013,C042,0.10175000000000001
C013,C043,0.22936111111111113
C013,C044,0.11797222222222221
C013,C045,0.39269444444444446
C013,C046,0.35805555555555557
C013,C047,0.2699166666666667
C013,C048,0.2654444444444444
C013,C049,0.28738888888888886
C013,C050,0.4436111111111111
C014,C026,0.3725833333333333
C014,C027,0.3105277777777778
C014,C028,0.3834444444444445
C014,C029,0.24483333333333332
C014,C030,0.45655555555555555
C014,C031,0.3496944444444445
C014,C032,0.22855555555555554
C014,C033,0.6263888888888889
C014,C034,0.26058333333333333
C014,C035,0.05855555555555556
C014,C036,0.36186111111111113
C014,C037,0.10780555555555556
C014,C038,0.4096111111111111
C014,C039,0.0
C014,C040,0.2752222222222222
C014,C041,0.39002777777777775
C014,C042,0.38105555555555554
C014,C043,0.3586111111111111
C014,C044,0.46547222222222223
C014,C045,0.14222222222222222
C014,C046,0.22983333333333333
C014,C047,0.3903055555555555
C014,C048,0.28608333333333336
C014,C049,0.1897777777777778
C014,C050,0.45666666666666667
C015,C026,0.30930555555555556
C015,C027,0.4131388888888889
C015,C028,0.23766666666666666
